B11, 14, RBE 
B11, 15, CS  
B11, 15, ED  
B11, 15, CS  
B11, 15, IMG 
B11, 15, RBE 
B11, 14, RBE 
B11, 15, IMG 
B11, 14, RBE 
B11, 15, ECE 
B11, 12, CH  
B11, 15, CS  
B11, 15, CS  
B11, 15, SC  
B11, 15, IMG 
B11, 15, MA  
B11, 15, CS  
B11, 15, IMG 
B11, 15, ED  
B11, 15, IMG 
B11, TR, RBE 
B11, 15, CS  
B11, 15, BC  
B11, 15, IMG 
B11, 14, CS  
B11, 15, ME  
B11, 15, MAC 
B11, 15, CS  
B11, 15, CS  
B11, 15, IMG 
B11, 15, CS  
B11, 15, IMG 
B11, 15, MAC 
B11, SU, ME  
B11, 15, CS  
B12, 16, ND  
B12, 16, CS  
B12, 16, IMG 
B12, 16, CS  
B12, 16, CS  
B12, 16, ECE 
B12, HS, ND  
B12, HS, ND  
B12, 16, CS  
B12, 15, ECE 
B12, 15, RBE 
B12, HS, ND  
B12, 15, RBE 
B12, 15, RBE 
B12, 16, CM  
B12, 16, IMG 
B12, HS, ND  
B12, 15, RBE 
B12, 14, ECE 
B12, 16, CS  
B12, 16, CS  
B12, 16, CS  
B12, 16, CS  
B12, HS, ND  
B12, 16, CS  
B12, 15, RBE 
B12, 16, CS  
B12, 16, CS  
B12, 16, CS  
B12, 16, ND  
B12, 16, IMG 
B12, 16, CS  
B12, 15, RBE 
B12, 16, CS  
B12, 16, CS  
B12, 16, IMG 
B12, 16, IMG 
B12, 16, CS  
B12, 16, CS  
B12, 14, MA  
B12, 16, ND  
B12, 16, IMG 
B12, 14, ND  
B12, HS, ND  
B12, 16, ND  
B12, 16, ED  
B12, HS, ND  
B12, TR, ECE 
B12, HS, ND  
B12, 13, AE  
B12, 16, CS  
B12, 14, ECE 
B12, 15, RBE 
B12, 15, RBE 
B12, 16, MA  
B12, 16, IMG 
B12, 14, MAC 
B12, 16, CS  
B12, 16, ND  
B12, 16, CS  
B12, 16, ECE 
B12, 16, IMG 
B12, 16, CS  
B12, 16, CS  
B12, 15, CS  
B12, 16, CS  
B12, 13, ECE 
B12, 16, ND  
B12, 16, IMG 
B12, 15, ED  
B12, 16, CS  
B12, 16, ND  
B12, 16, CE  
B12, 16, BE  
B12, 15, ED  
B12, 16, CS  
B12, 15, BCB 
B12, 16, CS  
B12, 13, PH  
B12, HS, ND  
B12, 15, RBE 
B12, 15, ECE 
B12, 16, ECE 
B12, 15, ME  
B12, 15, MA  
B12, 15, PH  
B12, 16, MA  
B12, 16, IMG 
B12, 16, IMG 
B12, 16, IMG 
B12, 16, IMG 
B12, 16, ECE 
B12, 16, IMG 
B12, 16, ND  
B12, 16, IMG 
B12, 16, CS  
B12, 13, ECE 
B12, 16, PH  
B12, 16, CS  
B12, 15, ME  
B12, 15, ECE 
B12, TR, MA  
B12, 16, ED  
B12, 15, ED  
B12, 16, CS  
B12, 16, CS  
B12, 15, RBE 
B12, 16, CS  
B12, 16, CS  
B12, 16, MA  
B12, 15, IMG 
B12, 16, CS  
B12, 16, CS  
B12, HS, ND  
B12, 16, CS  
B12, 13, RBE 
B12, 16, CS  
B12, 16, CS  
B12, 16, RBE 
B12, 16, CS  
B12, 16, CS  
B12, 16, CS  
B12, 15, MA  
B12, 16, IMG 
B12, 16, CS  
B12, 16, MA  
B12, 15, ND  
B12, 16, CM  
B12, 16, CS  
B12, 16, CS  
B12, 15, ECE 
B12, 16, CS  
B12, 15, IMG 
B12, 16, ECE 
B12, 16, ED  
B12, 16, ED  
B12, 15, RBE 
B12, 16, CS  
B12, 16, IMG 
B12, 13, ECE 
B12, 14, MIS 
B12, 15, RBE 
B12, TR, CS  
B12, 16, CS  
B12, 15, ME  
B12, 16, ST  
B12, 15, RBE 
B12, 16, ND  
B12, 15, RBE 
B12, 16, RBE 
B12, 16, CS  
B12, 16, ND  
B12, 15, BE  
B12, 16, IMG 
B12, 16, CM  
B12, TR, RBE 
B12, 13, ECE 
B12, 16, CS  
B12, 16, CS  
B12, 16, RBE 
B12, 13, IMG 
B12, 15, ECE 
B12, TR, CS  
B12, 16, MA  
B12, 15, ECE 
B12, 14, ECE 
B12, 15, ECE 
B12, 14, ECE 
B12, 16, IMG 
B12, 16, ND  
B12, 15, ED  
B12, 16, CS  
B12, 16, CS  
B12, 16, CA  
B12, 16, IMG 
B12, 16, CS  
B12, 16, CS  
B12, 14, ME  
B12, 16, RBE 
B12, 15, RBE 
B12, 15, RBE 
B12, 13, ME  
B12, 16, CS  
B12, 15, ND  
B12, 16, CS  
B12, 16, ND  
B12, 15, ECE 
B12, 15, RBE 
B12, 15, RBE 
B12, 15, CS  
B12, 16, CS  
B12, 14, CS  
B12, 16, IMG 
B12, 14, ECE 
B12, HS, ND  
B12, 15, ECE 
B12, 13, RBE 
B12, TR, CS  
B12, TR, RBE 
B12, 16, CS  
B12, 15, ECE 
B12, 15, RBE 
B12, 16, CS  
B12, TR, BCB 
B12, 14, IMG 
B12, 14, ME  
B12, 15, RBE 
B12, 15, RBE 
B12, 16, IMG 
B12, 15, PH  
B12, 15, ME  
B12, 15, RBE 
B12, 16, IMG 
B12, 16, ND  
B12, 16, CS  
B12, 15, RBE 
B12, 16, CS  
B12, 15, ECE 
B12, 16, ND  
B12, 15, RBE 
B12, 15, MA  
B12, 16, IMG 
B12, 15, RBE 
B12, 16, IMG 
B12, 14, BIO 
B12, 16, CS  
B12, 16, CS  
B12, 15, RBE 
B12, 15, CS  
B12, 15, ECE 
B12, 15, CS  
D15, 16, ECE 
D15, 18, CS  
D15, 18, CS  
D15, 15, ME  
D15, 17, RBE 
D15, 17, PHE 
D15, 17, RBE 
D15, 17, AE  
D15, 16, RBE 
D15, 16, ECE 
D15, 18, CS  
D15, 17, CS  
D15, 17, RBE 
D15, 16, ECE 
D15, 17, RBE 
D15, 17, RBE 
D15, HS, ND  
D15, 17, MIS 
D15, 18, RBE 
D15, 17, ECE 
D15, 15, ECE 
D15, 18, CS  
D15, 17, ECE 
D15, 17, RBE 
D15, 16, RBE 
D15, 15, RBE 
D15, 15, ECE 
D15, 17, RBE 
D15, 17, BE  
D15, 17, RBE 
D15, 18, PH  
D15, 17, MIS 
D15, 17, MA  
D15, 17, IMG 
D15, 16, ECE 
D15, CO, ND  
D15, 15, ECE 
D15, 17, ME  
D15, 18, BCB 
D15, 18, MIS 
D15, 17, RBE 
D15, 17, BE  
D15, 17, AE  
D15, 17, RBE 
D15, 18, RBE 
D15, 16, BE  
D15, 17, ECE 
D15, 18, ME  
D15, 15, MAC 
D15, 17, MIS 
D15, 17, IMG 
D15, 17, ME  
D15, 15, MA  
D15, 18, CS  
D15, 17, RBE 
D15, 15, ME  
D15, 18, CM  
D15, 17, ECE 
D15, 16, ECE 
D15, 17, RBE 
D15, 17, PH  
D15, 18, IE  
D15, 15, MA  
D15, 16, ECE 
D15, 17, ECE 
D15, 17, RBE 
D15, 15, ECE 
D15, 17, RBE 
D15, 17, CS  
D15, 17, BE  
D15, 17, ME  
D15, 18, BC  
D15, 16, RBE 
D15, 17, RBE 
D15, 18, CS  
D15, 18, RBE 
D15, 17, RBE 
D15, 18, CS  
D15, 18, IMG 
D15, 17, RBE 
D15, 17, CS  
D15, 17, RBE 
D15, 18, CS  
D15, HS, ND  
D15, 17, ECE 
D15, 15, ECE 
D15, 18, CS  
D15, 18, ECE 
D15, 18, ECE 
D15, 18, RBE 
D15, 18, RBE 
D15, 18, ND  
D15, 17, CS  
D15, 18, CS  
D15, 18, CS  
D15, 18, CS  
D15, 18, CS  
D15, 18, CS  
D15, 17, RBE 
D15, 18, CS  
D15, 18, AE  
D15, 17, RBE 
D15, 18, CS  
D15, 17, MIS 
D15, 18, CS  
D15, 18, CS  
D15, 17, AE  
D15, 18, ND  
D15, 18, IMG 
D15, HS, ND  
D15, 18, IMG 
D15, 18, ECE 
D15, 18, RBE 
D15, 18, ME  
D15, 18, CM  
D15, 17, IE  
D15, 15, IMG 
D15, 18, CS  
D15, 18, CS  
D15, 18, BE  
D15, 18, RBE 
D15, 17, CS  
D15, 18, CS  
D15, 17, CS  
D15, 16, ECE 
D15, 18, CS  
D15, 18, IMG 
D15, 18, RBE 
D15, 18, RBE 
D15, 18, CS  
D15, 16, IE  
D15, 18, RBE 
D15, 18, RBE 
D15, 18, MA  
D15, 18, CS  
D15, SU, ECE 
D15, EX, ND  
D15, 15, MA  
D15, 18, CS  
D15, 18, RBE 
D15, 18, CS  
D15, HS, ND  
D15, 18, IMG 
D15, 15, BE  
D15, 18, CS  
D15, 18, ECE 
D15, 18, CS  
D15, 18, IMG 
D15, 18, CS  
D15, 18, RBE 
